symbol,liquidity_lookback_days,min_daily_volume_required,last5_daily_volumes,min_volume_last5,pass_liquidity,longterm_slope_6m_pct_per_day,longterm_r2_6m,volatility_6m_annualized_pct,pass_longterm
IWR,5,1000000,2250300;1087400;1001400;1134300;15965500,1001400,True,0.07368887348901954,0.5859526709226923,15.678533989938211,True
IYR,5,1000000,5043600;4143500;5591400;5265900;5216700,4143500,True,0.06918615371349635,0.5907578827103277,13.581027871037316,True
JCI,5,1000000,3384300;3944600;3112300;3046500;3398700,3046500,True,0.194234450271491,0.6934700036335633,28.734901288345462,True
JNJ,5,1000000,5272200;8770600;10547300;11097600;10166600,5272200,True,0.13278881649916308,0.5207866122702982,24.29535083351561,True
KEYS,5,1000000,1398900;1238000;1421300;1486900;1743900,1238000,True,0.5189601849358905,0.8881480677510107,47.07701621227188,True
KGS,5,1000000,1362000;1636700;1719500;1186900;1860900,1186900,True,0.6492532754345692,0.9361988812544786,37.6044152330891,True
KIM,5,1000000,3453500;3083500;4006500;4438300;3740800,3083500,True,0.16922064722784125,0.8466754237384279,18.34205256438401,True
KMI,5,1000000,7533700;7359400;8509700;6410000;8516600,6410000,True,0.18225477556006453,0.675947591789,21.828708357892886,True
KNX,5,1000000,6542400;2646600;2960400;6299200;3733400,2646600,True,0.25843879555471627,0.7226739503394999,41.4518856786598,True
KO,5,1000000,12085800;13775400;18383800;17889900;32887100,12085800,True,0.11807639257161995,0.6613500974346584,17.97766180924522,True
KOPN,5,1000000,3498100;3831500;7577600;4914900;6005900,3498100,True,0.42024030156648795,0.3605714817072757,98.74329002952294,True
KOS,5,1000000,42303000;27597400;22117500;13642400;14922900,13642400,True,1.0068137963598511,0.787559764624914,113.15568766864352,True
KRG,5,1000000,1722200;2441400;4338200;2938800;3686900,1722200,True,0.1453906305216801,0.7769547654322269,19.64678485472855,True
LAR,5,1000000,1046200;1466600;1774800;2058600;2079200,1046200,True,0.4028390500665946,0.5101013740612801,83.15948458052264,True
LBRT,5,1000000,2355600;3705800;2598400;3859600;3037600,2355600,True,0.4485563451060548,0.6736324141964767,65.43932139513522,True
LGN,5,1000000,1467400;1503600;1221900;2020800;3227100,1221900,True,0.5616079920929717,0.7585189475018267,68.193732473248,True
LIN,5,1000000,1628800;2153600;1529700;2046100;2780800,1529700,True,0.20104612133351463,0.8699464565288323,20.05089724193551,True
LION,5,1000000,2333400;2481500;7770700;1848700;2118300,1848700,True,0.4240122659978418,0.8285865411376376,51.080119169839286,True
LITE,5,1000000,3694400;3768900;4205400;3984900;4934300,3694400,True,0.9630846853208919,0.853944470817477,104.27737663397738,True
LNG,5,1000000,1828500;1760000;2533700;1611600;1447200,1447200,True,0.2854470247066976,0.6838002555536837,30.392577380024864,True
LNT,5,1000000,2279300;1795700;3171500;3071800;2019700,1795700,True,0.1114353641090915,0.777257787920743,17.27452401430469,True
LPTH,5,1000000,3028600;1849300;2883200;3150000;2069200,1849300,True,0.33022909802353784,0.43708670040196407,112.31600796054279,True
LRCX,5,1000000,9770500;10699100;10257300;10641300;12797300,9770500,True,0.4980844964660447,0.829284671867306,62.027894754346406,True
LSCC,5,1000000,2066100;1384100;1298700;2560300;2161800,1298700,True,0.48478634988795566,0.900722231879007,58.61956527422648,True
LTH,5,1000000,2733100;1678800;2409700;2665100;2461200,1678800,True,0.19510690334052505,0.351863038389589,53.23231849941364,True
LXRX,5,1000000,1705600;1541100;4408600;2736900;2430200,1541100,True,0.45079541272259327,0.7176986979054304,81.26518235976681,True
LYB,5,1000000,5946300;4420300;4483000;4135000;3973300,3973300,True,0.4306906688227752,0.6421341462073828,59.62721230787636,True
LYV,5,1000000,2068800;1335500;1734000;1415100;1256500,1256500,True,0.18654277620606674,0.7789640026184194,36.17256853354622,True
MAC,5,1000000,1541900;2937000;2689700;1596800;1631300,1541900,True,0.22849027866036487,0.7658326068093424,33.934381938705535,True
MAR,5,1000000,1592500;1736800;1110900;1257800;1845500,1110900,True,0.15931515351552683,0.7385256760997749,28.426241044658713,True
MCHP,5,1000000,10301300;10238700;7512600;12220200;12926900,7512600,True,0.27695222265220476,0.48624051713470406,47.01579453700741,True
MDLZ,5,1000000,6541400;8906300;8501300;13166900;10296200,6541400,True,0.0712709437797221,0.40497371953090866,24.441987809628404,True
MDU,5,1000000,1167600;1636200;1469700;1647300;1062500,1062500,True,0.08503542658895302,0.5594417852843415,22.4035233850286,True
MFG,5,1000000,2984300;3706100;2906300;3338300;7492800,2906300,True,0.18043895420487566,0.4330811761395369,37.150705376226156,True
MGM,5,1000000,2805700;2017400;3190200;1770300;2228000,1770300,True,0.1332423022635032,0.4261359282490398,49.73632882976637,True
MGY,5,1000000,2610300;1713600;1864600;1193400;1310700,1193400,True,0.24442875434762534,0.5978979653462132,36.88316689167414,True
MO,5,1000000,4857700;5956800;6854900;10532900;8607100,4857700,True,0.1812300917113152,0.7868998967190519,24.575876641608065,True
MPC,5,1000000,2146200;2266000;2325200;1871000;2139200,1871000,True,0.37453028872065364,0.7961350057502334,38.057123988637194,True
MRK,5,1000000,5225800;9932900;9053800;13038800;13469100,5225800,True,0.12537049768355235,0.5012682379367279,28.41519160941686,True
MRVL,5,1000000,25615300;20705500;26827600;34893000;29579300,20705500,True,0.722771138268552,0.667210061059869,76.44035911115088,True
MT,5,1000000,1533100;2427500;1150400;1243900;1746600,1150400,True,0.29085402896069645,0.6155984447893249,48.35885684186431,True
MTCH,5,1000000,1842900;2953000;4408200;3902500;2225800,1842900,True,0.1114282791718546,0.3098817773477257,33.45441095115388,True
MTDR,5,1000000,1716000;1263400;1063100;1068200;1562500,1063100,True,0.3210681035134222,0.6867717854965638,44.18286743912954,True
MTSI,5,1000000,1421900;1095400;1302600;1672000;1762400,1095400,True,0.5160164856231164,0.813570351261792,58.02593392358739,True
MU,5,1000000,35536200;30835200;54779200;46718000;62973200,30835200,True,0.8954792617355212,0.8249473006766403,83.62664357729386,True
MUFG,5,1000000,3854100;5126000;2629400;3772400;5060500,2629400,True,0.15468568798033822,0.4618978319481457,29.929547370230964,True
MUR,5,1000000,2561900;1388000;1633700;1552400;1444200,1388000,True,0.1906992585763989,0.5305286461502853,53.78985328575088,True
NAT,5,1000000,3186000;2954800;2286900;2714900;2923300,2286900,True,0.4949506730892228,0.8467518244121917,41.11092041798071,True
NBIS,5,1000000,10842300;17928500;18844400;28410900;24850600,10842300,True,0.6735173030966379,0.7407350458789382,102.34541419697507,True
NE,5,1000000,1627300;1613600;1496200;1367100;1242000,1242000,True,0.45428482071248055,0.6793182892778686,57.477454924327354,True
NEE,5,1000000,6741200;10677700;10258000;8336600;9450100,6741200,True,0.11140683178518795,0.5362838743265295,23.074963205995406,True
NEOG,5,1000000,1455300;1647500;1505000;1814000;1838900,1455300,True,0.25249875627335605,0.3005363676024283,61.35582623180609,True
NESR,5,1000000,1801300;1367500;1698500;1742100;1852200,1367500,True,0.5034198149204139,0.8408806831831945,52.33213584152225,True
NEXT,5,1000000,2175600;1519000;2369700;2331700;2101000,1519000,True,0.39466554712579427,0.6450860966645986,67.07729372367915,True
NI,5,1000000,4512900;5131300;5195000;5148200;5771700,4512900,True,0.11475078468030642,0.7451158718254907,17.288640010083498,True
NOK,5,1000000,103877800;87527100;115056200;144325400;116049400,87527100,True,0.6482149499331014,0.8747013613453718,55.17116709294645,True
NOV,5,1000000,2844300;2387300;3095800;3108600;2294000,2294000,True,0.1927211339298296,0.6521736395142732,40.72903387870841,True
NTLA,5,1000000,7479100;4053600;4026100;6531700;4325700,4026100,True,0.3594668535090273,0.5795031431076906,99.26473435787017,True
NTR,5,1000000,1996100;2406400;1628100;1970500;1612600,1612600,True,0.15033169441009964,0.4125129101572551,37.91695564445933,True
NTST,5,1000000,1373000;1029900;1152300;1151500;1501700,1029900,True,0.1597352161132548,0.7482698426273101,20.942405751954794,True
NVAX,5,1000000,3855300;3798100;2537800;2403300;2263700,2263700,True,0.21401148310644658,0.3498656251578107,69.27885529916121,True
NVDA,5,1000000,121411000;124379600;124797200;122986100;144033900,121411000,True,0.11713475917274341,0.4136851303309603,39.11061462259135,True
NVS,5,1000000,1177400;1239900;1757800;2368200;2592800,1177400,True,0.0969427680975965,0.3147761590476281,20.739872264366372,True
NVST,5,1000000,2774100;2382000;1781100;2768000;1786300,1781100,True,0.15890571381886875,0.34567153656604976,49.50568533699325,True
NVT,5,1000000,1312800;1620200;1380600;2170300;1856100,1312800,True,0.37371592064294745,0.7961643195654764,44.28930642965479,True
NXT,5,1000000,3896300;3227900;2812300;2563700;6915700,2563700,True,0.25041328916701744,0.5590664140222495,64.4272321875429,True
NYT,5,1000000,2625800;1378500;1232600;1093500;1166000,1093500,True,0.14587028408228342,0.5269137542923177,27.670628842008536,True
O,5,1000000,5331400;5126600;4554400;5174800;6547800,4554400,True,0.08791866335484677,0.46046173063899976,16.767422490328933,True
ODFL,5,1000000,2072100;1321200;1005000;1380600;1300800,1005000,True,0.30883548243105796,0.7833401495308783,41.88776345702467,True
OGE,5,1000000,1423500;2001000;1165800;1129600;1020300,1020300,True,0.10881913519973363,0.6618813862139326,16.76604441927814,True
OGN,5,1000000,1616400;2040200;2339600;2695400;1585800,1585800,True,0.43064602771849536,0.376234524060837,79.34473080526642,True
OHI,5,1000000,1120800;1308500;1847300;1710700;2090400,1120800,True,0.0607881715254166,0.4078382219814122,20.358442796161587,True
OKE,5,1000000,3589800;3041000;3190200;3002100;3366400,3002100,True,0.2072292431708478,0.820104292581363,29.36372837029881,True
OLN,5,1000000,3288600;3009300;2621400;2191700;2199800,2191700,True,0.1858393090686139,0.3624922941511318,64.75286920497261,True
ON,5,1000000,9568900;7632600;11380600;9492200;9940100,7632600,True,0.5257672414091807,0.7362502219120384,57.359225445630734,True
OVID,5,1000000,1147800;1277900;1156900;1515100;1065400,1065400,True,0.5344702192151107,0.7209431943841997,84.22897878098526,True
OVV,5,1000000,4341000;2940600;2313800;3268000;4603500,2313800,True,0.3966450510314079,0.8193383399735009,38.91220557778202,True
OXY,5,1000000,12864200;11115200;8792000;6536100;7912900,6536100,True,0.3345501840495979,0.7121923309773123,45.537888063938674,True
PAA,5,1000000,2722700;2066800;1454800;1492500;1823600,1454800,True,0.24132151844318273,0.9167501384307672,21.495699368762722,True
PAVE,5,1000000,1326200;10102800;1572700;1210300;1186400,1186400,True,0.12434942703292151,0.6702700188751989,22.84178135407228,True
PBF,5,1000000,2958800;3856500;3356800;2324000;3236500,2324000,True,0.4335186865673357,0.6775754377330909,75.77960676007368,True
PBI,5,1000000,2248200;1347400;1700900;1779600;1289700,1289700,True,0.4210943541064216,0.7050428962013624,37.81905397239871,True
PBR,5,1000000,20562000;13028000;11388800;13733300;15654800,11388800,True,0.4966648602651391,0.767682570285199,44.24651585245032,True
PBR-A,5,1000000,10390400;7691800;5181900;4567800;6230700,4567800,True,0.4431427608131866,0.7393053523733711,42.25629131879369,True
PDBC,5,1000000,4220600;7456400;4864300;4093000;64673900,4093000,True,0.2770024463124132,0.8357338742941357,28.050333169939947,True
PEB,5,1000000,2418600;2234900;2836600;1751100;1784400,1751100,True,0.2955207829220541,0.7532601258410712,46.73286979774073,True
PENG,5,1000000,4019000;4728500;9701400;3755900;4119300,3755900,True,0.7483126462460854,0.5023791707009859,90.98523410309379,True
PENN,5,1000000,2614600;2763500;3018100;3131600;2290900,2290900,True,0.21548552805146226,0.4545859020787828,67.69936866478345,True
PFG,5,1000000,1156700;1174200;1268900;1886600;1599500,1156700,True,0.14284291817618922,0.5765347987052611,24.24795680653446,True
PL,5,1000000,5775700;5309200;7467400;18887100;8834500,5309200,True,0.7040120875230649,0.6674647279356516,110.07440466088363,True
PLD,5,1000000,2831800;3588400;4867200;6237700;4817900,2831800,True,0.09535315415141188,0.6439631989742838,20.82688084882275,True
PLTD,5,1000000,57102700;48847400;45731600;42274700;49386700,42274700,True,0.14836556961086433,0.38356374868348664,48.82104972724075,True
PLUG,5,1000000,35486600;42871700;45377300;67894400;56853500,35486600,True,0.3014180244677922,0.3817107993686315,99.30223080639676,True
PR,5,1000000,7378500;13078900;6707200;8445700;7481600,6707200,True,0.3728704429987406,0.8057585473942815,35.97218286453581,True
PRMB,5,1000000,2355000;1886200;2419400;2078100;2158600,1886200,True,0.2885268077300607,0.7416045398482563,45.45003812273723,True
PSX,5,1000000,3092100;2853200;2471200;2627700;2362300,2362300,True,0.28041004126011515,0.801308126384924,34.45166110424845,True
PTEN,5,1000000,5829600;6383000;7059200;6396500;8615300,5829600,True,0.581628049016869,0.8321765772103812,63.874603174460496,True
PUMP,5,1000000,2446600;2983500;3126000;2333100;2664000,2333100,True,0.4407294797482031,0.7410697374571945,68.63021328861812,True
PURR,5,1000000,8349700;9929900;8829000;14712000;10092300,8349700,True,0.6955402766314345,0.8733549532198914,101.46638526203542,True
PVAL,5,1000000,1286300;1679800;2016500;2543700;1924600,1286300,True,0.08701409620426315,0.6800051774670374,12.754928379610567,True
Q,5,1000000,1607100;1567700;1729000;2299500;2235300,1567700,True,0.54456770271607,0.9239310772080263,54.409146535722606,True
QQQ,5,1000000,36552400;29448100;32627600;39402000;53985400,29448100,True,0.09684331378221334,0.35261527983282737,17.628620036124058,True
QQQM,5,1000000,3386900;2465300;3217200;3100000;3702100,2465300,True,0.09685673596957489,0.35277970242052126,17.55064517480729,True
QSR,5,1000000,2935000;4369500;1971400;2587700;2956700,1971400,True,0.10462791258594173,0.5444020557473321,25.169042069651837,True
REET,5,1000000,1757200;2481900;4022600;4162500;3927800,1757200,True,0.07780074372443213,0.6124555293809375,12.692802615690463,True
REI,5,1000000,6832700;4818300;6651300;4096700;2391000,2391000,True,0.4493977432086238,0.557912733701303,79.56377655204993,True
RELY,5,1000000,2295800;2147000;4189700;5092600;3547400,2147000,True,0.4917344518551525,0.7865864265701447,57.82586284181325,True
RES,5,1000000,1236500;1079000;1240300;1370200;1081900,1079000,True,0.18388495298893304,0.40279128039024326,57.613077827637696,True
RIG,5,1000000,50931400;37610400;30234900;31539900;36074700,30234900,True,0.3854721994341892,0.5774570986965941,65.41213841972991,True
RIO,5,1000000,3008800;3067800;2677300;4366700;2570700,2570700,True,0.21859579497258697,0.6042434276100151,36.45751828721717,True
RIOT,5,1000000,16013400;13881400;13341700;17596700;16289500,13341700,True,0.28713578269714546,0.39199730632122776,87.25778114978577,True
RKLB,5,1000000,18864700;15801700;15407500;31134300;22258900,15407500,True,0.34202560472147425,0.3219380739790575,109.19817273312582,True
RLAY,5,1000000,2370900;1700400;1537900;3592500;2157300,1537900,True,0.6733248785883772,0.790456092046298,84.67883900077695,True
RLJ,5,1000000,1785000;1225200;1307200;1196100;2731800,1196100,True,0.20452975097486892,0.46221643495921294,41.34903495177496,True
RNG,5,1000000,1329000;1235800;1335200;1423000;1511500,1235800,True,0.3926398898260963,0.7240632850273013,74.65546006259075,True
ROIV,5,1000000,4774200;4052800;2555800;3990200;3834600,2555800,True,0.3662223103431783,0.8290829435903843,53.71516925378076,True
ROST,5,1000000,2303500;1661800;2169300;2248000;2027900,1661800,True,0.20872911253146942,0.8827004329205177,22.95567807538592,True
RPRX,5,1000000,2217100;2231400;2749400;3591500;2540500,2217100,True,0.29723648324775365,0.9348521569828749,21.717007934036452,True
RSI,5,1000000,3500100;2090000;2578600;1659200;2563700,1659200,True,0.4136533074838855,0.705745489437823,50.83436405070522,True
RSP,5,1000000,6899100;9049600;8412500;7125000;12175500,6899100,True,0.0559353263045681,0.46648661865726904,13.689357373330491,True
RVMD,5,1000000,1705600;3123000;1538100;1725100;1832200,1538100,True,0.5850277228905076,0.728141286347937,88.81444849803644,True
RXO,5,1000000,1175100;2207200;2070500;2918200;1885700,1175100,True,0.4184494068145028,0.5741377164231665,75.75972891274678,True
RY,5,1000000,1657300;1643600;1530700;1566400;1211800,1211800,True,0.13134783427883878,0.4764305515852515,21.578502678240586,True
SBRA,5,1000000,2248500;2039000;3016600;4084700;3777100,2039000,True,0.06841209667252102,0.48340384641646916,21.218453760858118,True
SBS,5,1000000,3167900;4226500;5252500;6028600;3971500,3167900,True,0.2177977579952195,0.5813582677206866,37.095290380722986,True
SBUX,5,1000000,6278500;5153200;4786100;6233800;7632900,4786100,True,0.17025727571144955,0.7525176697535272,30.258860963136453,True
SCHA,5,1000000,2519100;6402100;2357800;2082500;2263200,2082500,True,0.11824655130598938,0.6320044883158329,19.913205487697308,True
SCHB,5,1000000,8235000;7212500;6240500;5623500;7410700,5623500,True,0.058046215834473,0.3244941264023318,13.09326930823711,True
SCHD,5,1000000,18864100;23685000;16317500;24656800;22194100,16317500,True,0.13104490172659577,0.7870508300015822,10.858080837178706,True
SCHE,5,1000000,2060800;3187400;3560400;4114500;4332500,2060800,True,0.06347552875276552,0.3956027033911883,19.82294385664253,True
SCHF,5,1000000,7549000;6448300;8968700;9008700;9987700,6448300,True,0.0968675200736957,0.6259705316191935,19.28212855412252,True
SCHH,5,1000000,7599000;5972700;7490600;6012600;4603100,4603100,True,0.10349024287095165,0.7337363269421003,13.614988922029205,True
SCHV,5,1000000,1400900;2870100;5495300;3145500;2509900,1400900,True,0.09117354176038095,0.7048110702851198,13.00113014745634,True
SEDG,5,1000000,1226800;2277300;1850800;1987600;1842800,1226800,True,0.4488918636410322,0.7468274171605659,95.62593842451493,True
SEI,5,1000000,3374300;10444400;3193400;4549000;3211600,3193400,True,0.35117520856697837,0.6972312205644101,72.74917561753001,True
SHEL,5,1000000,6092479;6118030;6422047;4740290;7057909,4740290,True,0.18945441884055114,0.6492062308809642,28.958222004070187,True
SHO,5,1000000,2358400;2382100;2279100;2136600;1834000,1834000,True,0.1244923175919288,0.5270165444152264,24.334773028010666,True
SIRI,5,1000000,3916100;2777400;2598800;3085600;2690300,2598800,True,0.2758523646862576,0.7416889342374191,34.214253950728626,True
SKM,5,1000000,2201600;2288500;2577100;1863800;4420600,1863800,True,0.5420017344224037,0.8054357210655065,51.148151350093144,True
SLB,5,1000000,8032600;9407500;8801500;6555500;12926000,6555500,True,0.26531325998047084,0.6104314484323613,44.74705433557776,True
SM,5,1000000,4257100;3473000;3063600;1797900;2319900,1797900,True,0.50120104838145,0.8235148453534662,58.98299597107041,True
SMFG,5,1000000,2476100;2149500;1766900;1768500;2058200,1766900,True,0.14781921356787908,0.4063009887356096,33.53244417026715,True
SMH,5,1000000,8736500;7581100;11020800;12353300;22058600,7581100,True,0.3701841075531176,0.7703371776141232,35.98672616595847,True
SMTC,5,1000000,1667800;3170500;2821400;2022700;3452100,1667800,True,0.44984998079609095,0.6992252056473873,66.4740282299561,True
SNDK,5,1000000,13900700;9630900;19082600;17449900;19727900,9630900,True,1.6246572401075632,0.9391596043378052,107.41659086009095,True
SO,5,1000000,2842200;2626900;3303700;3664100;4926200,2626900,True,0.08860420014906722,0.5879409796668463,18.268568868134675,True
SOLS,5,1000000,3780100;4328100;4633900;3675300;2702200,2702200,True,0.4061615274228325,0.5875616745721226,57.00240420651086,True
SON,5,1000000,1868100;1107900;1120900;1211800;1064800,1064800,True,0.1830611507074531,0.49500147399668204,44.001801164593545,True
SOXL,5,1000000,52686700;49269200;67008900;76391300;105249900,49269200,True,1.0812824525973541,0.7278992128959946,117.27625725040365,True
SOXQ,5,1000000,2139500;3189800;2343300;2150800;2439900,2139500,True,0.41822485921754193,0.7641440215842643,39.62222130509942,True
SOXX,5,1000000,8307000;7372300;10199600;10343300;15558800,7372300,True,0.453940764813332,0.7796270028992159,41.8021442632167,True
SPDW,5,1000000,3463400;2340200;4805700;3437000;2986200,2340200,True,0.09248759863385025,0.6145622317617723,18.74278878149451,True
SPEM,5,1000000,2183700;1557600;1245400;2513200;5567400,1245400,True,0.06651513228124184,0.41975586362307926,18.876092160484593,True
SPG,5,1000000,1248800;1611300;1490800;1318500;1407900,1248800,True,0.11579877555234486,0.6029377519125277,23.860712495890233,True
SPHQ,5,1000000,1469500;1075300;2088900;2814200;2048400,1075300,True,0.08565060542027325,0.6074389264482465,16.660638598285242,True
SPMD,5,1000000,1926200;1376700;1413200;1293700;1098100,1098100,True,0.08145085496926718,0.5991873534702075,17.09813641818559,True
SPMO,5,1000000,1704400;1657000;2456700;3541000;2887900,1657000,True,0.14927679893479429,0.4783666371732571,22.574162439056,True
SPSM,5,1000000,1480500;1562200;1041300;1231300;1435300,1041300,True,0.10693308362033083,0.6232027114746077,19.408953491860814,True
SPY,5,1000000,44013600;35143100;43844800;46409800;62569200,35143100,True,0.05623026027938849,0.30763287339226364,12.73612815853312,True
SPYM,5,1000000,8500900;6921300;14481500;7130500;14941000,6921300,True,0.056302598265678405,0.3059261032783248,12.732485692383419,True
SRE,5,1000000,2455000;2330300;2495500;2289500;3297600,2289500,True,0.05427345802169192,0.3197089139148137,19.91180261002306,True
SSRM,5,1000000,2190600;3079700;2987300;2800000;3746000,2190600,True,0.30564465373230654,0.6081211496509616,74.1149393977627,True
ST,5,1000000,1520300;1115400;1247000;1624000;1902300,1115400,True,0.2484100927186983,0.7027896299965641,40.01094152888364,True
STM,5,1000000,12726900;12341400;11169300;13793200;15889900,11169300,True,0.7952490395818357,0.8751965469193039,53.573160807906476,True
STT,5,1000000,1975400;2700300;3995400;5583100;3190600,1975400,True,0.21908415504787726,0.572058871466156,32.19315663222515,True
STX,5,1000000,4143400;3771500;4730800;6220300;7008600,3771500,True,0.8993734184382429,0.8824846845791361,73.29473897172754,True
SU,5,1000000,3637200;4495900;3401100;3311700;4311700,3311700,True,0.3680856294160817,0.8252489556699157,37.55352293704887,True
SVM,5,1000000,3438700;2674500;2711000;3320200;3789100,2674500,True,0.28051301661711214,0.35480743850364527,77.90806447718879,True
SYRE,5,1000000,1038800;2776000;1520400;1370600;1091400,1038800,True,0.9138942811725226,0.8766511065852152,73.36469807790216,True
TALK,5,1000000,1944300;1257700;1464300;1574000;1109000,1109000,True,0.4211360738081149,0.8512013672511828,46.74616851063158,True
TALO,5,1000000,2762600;1443200;1325700;1651100;1971400,1325700,True,0.3034197034273989,0.7335933136004169,56.85783157258979,True
TD,5,1000000,2727000;3214300;2685600;3744000;1524400,1524400,True,0.19828661898735334,0.7506752623608854,21.363032277007196,True
TECK,5,1000000,3635100;4491200;4505500;2268100;3725000,2268100,True,0.2319733093389731,0.5753981101758067,48.4258566080518,True
TER,5,1000000,3105000;2111200;3182600;3623900;3517300,2111200,True,0.5745000252530996,0.8258257062840584,70.9796378056379,True
TGT,5,1000000,4243700;2506800;5224000;4297200;5187800,2506800,True,0.28289384836355236,0.8893257698832919,29.848534478657037,True
TGTX,5,1000000,1950900;2029900;1616000;2191800;3408500,1616000,True,0.33272421933443486,0.4915852774055275,73.82774034431522,True
TNA,5,1000000,4928000;4755500;3619200;3858300;4877400,3619200,True,0.22608838486768423,0.38494961523415583,60.699085349815306,True
TNGX,5,1000000,2504800;1931300;2278800;3744700;2289100,1931300,True,0.9901114899736996,0.8975088422281512,107.39057898365057,True
TPR,5,1000000,3104500;2424000;2369500;4123900;2324400,2324400,True,0.1409649160041937,0.34208491521374285,40.05776389969705,True
TROX,5,1000000,2850400;2105500;2275700;1588400;2740800,1588400,True,0.590049250310698,0.5874543629673181,89.71190457712825,True
TRP,5,1000000,3167300;2712400;3439200;2817100;2561800,2561800,True,0.19761822061801215,0.8407523922661762,19.946135685543513,True
TRV,5,1000000,1400000;1796800;1764300;2426500;4308900,1400000,True,0.09296684694317658,0.48448216830097957,25.711164799749042,True
TRVI,5,1000000,4239000;2525100;1910600;3119700;8311800,1910600,True,0.22513913700954458,0.3269423484295455,74.26811090240267,True
TSEM,5,1000000,2374600;4656200;2429900;1625000;2511600,1625000,True,0.6824744059863441,0.829989603434985,82.96329801262509,True
TSM,5,1000000,14329800;14279000;17012300;24891300;20945600,14279000,True,0.27679737213333055,0.8183531144208629,40.934591303032015,True
TTE,5,1000000,1431400;2063000;1699100;1715700;3242300,1431400,True,0.3028718687450027,0.75616058705485,35.752389307929775,True
TTMI,5,1000000,2064500;1872300;1920300;2084800;2111300,1872300,True,0.6637334837299891,0.8361922247568454,84.03766757843917,True
TWLO,5,1000000,1922600;2114700;1583800;1510000;2413900,1510000,True,0.31429410504477673,0.3944779134404054,58.399951077332446,True
TXG,5,1000000,2497000;3835800;4747100;4717100;2567100,2497000,True,0.41803513292422156,0.4883501835612445,108.23286967779144,True
TXN,5,1000000,7559500;5836800;6393100;7151300;7654100,5836800,True,0.41997549432322145,0.7371942985048968,43.66668084940345,True
UCO,5,1000000,6444200;5727300;3724700;2082300;3238800,2082300,True,0.8279689356377906,0.8360940796304384,80.10525997214145,True
UGP,5,1000000,4592100;18324300;5409200;8133300;5368200,4592100,True,0.3971116481466419,0.8464415678325352,36.47300623876421,True
UMC,5,1000000,21656800;13175600;15708500;20901600;20770600,13175600,True,0.6637065352734561,0.6636256010158758,82.3336322290152,True
UNIT,5,1000000,1423100;1243200;1650300;3745600;1377100,1243200,True,0.4778842187803445,0.8380604534224417,47.96887780834778,True
UNP,5,1000000,2276600;2945700;2602300;3630800;3519800,2276600,True,0.1455608835088773,0.6323182391052578,24.792116370301095,True
USFD,5,1000000,2191400;1929500;2706200;2322700;2973600,1929500,True,0.16970915436262946,0.5091411961874034,48.90277097608734,True
USO,5,1000000,13024300;10211300;6332500;3993100;5888000,3993100,True,0.6728027838308392,0.8292719299027417,66.13121247293552,True
VALE,5,1000000,15757400;23953400;23819100;17779100;12201000,12201000,True,0.16683779659272258,0.37072662785370114,39.43841770053575,True
VEA,5,1000000,9119200;13284600;9670200;8242900;11115300,8242900,True,0.09402699584739604,0.6055713885571291,19.04532272506412,True
VEU,5,1000000,5493900;3479900;3583300;3900700;2204400,2204400,True,0.08818649023851766,0.5841142211178065,18.712755281234394,True
VG,5,1000000,21378600;13713100;12733200;9609900;21699700,9609900,True,0.6628523372641748,0.7378716425475408,88.64114768543865,True
VGT,5,1000000,6228600;4868600;5357100;6021300;5343400,4868600,True,0.1323087934375966,0.37239712836483896,22.58100836524036,True
VIAV,5,1000000,3636300;3399200;4321700;5522800;7463900,3399200,True,0.9543571648727989,0.9059804815841759,75.36553021241451,True
VIK,5,1000000,1191800;1323200;1858000;1253200;2037400,1191800,True,0.21195694682329957,0.6448505378769906,52.43698058178769,True
VIR,5,1000000,1914200;1675900;1225200;1955000;1739200,1225200,True,0.4561680541016022,0.7700627810535908,73.78870175164042,True
VIRT,5,1000000,1104400;2213700;1627800;1657700;1401200,1104400,True,0.4590207043529526,0.8941662852897172,44.53080612876498,True
VLO,5,1000000,2870600;3576800;4640600;3140400;2638100,2638100,True,0.41769155501494293,0.9044378290616883,42.92597307369807,True
VLY,5,1000000,5313800;9027600;7080900;8407500;5466600,5313800,True,0.14354631474668977,0.6011481473275659,29.58777542953558,True
VNOM,5,1000000,1255000;1076400;1545000;1836100;1502100,1076400,True,0.19205644432698232,0.6197784472291026,35.19667891366021,True
VNQ,5,1000000,3473600;2307500;2325300;3254200;3011800,2307500,True,0.06600895049071465,0.5562825982758783,13.507712043769107,True
VO,5,1000000,2453000;2536100;2229900;2294400;26789500,2229900,True,0.052720343689882654,0.4345916150699358,14.473981203746538,True
VOD,5,1000000,8729900;4843000;3480500;5279600;4977000,3480500,True,0.1563751696816107,0.529895110515685,38.59125449165983,True
VOO,5,1000000,6637600;4610200;4132800;4764000;5646100,4132800,True,0.0558980324618652,0.30848282073172784,12.761549570403016,True
VRT,5,1000000,3720300;3560900;3873700;5017800;6065800,3560900,True,0.6500461527543022,0.8825458399609633,64.86353580083829,True
VSAT,5,1000000,2648900;1635100;1711900;2742600;3649000,1635100,True,0.6192747591594605,0.9193470299911944,79.90377244856957,True
VSH,5,1000000,4858100;5090000;5595400;7932200;6683200,4858100,True,0.7709682206139545,0.7812004543960313,58.17498994271926,True
